,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
4921,4921,40269,66687,Chipotle Mexican Grill,1523 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.49043799999998,"(37.733944, -122.490438)",,66687_20170130,1/30/2017 0:00,98.0,Routine - Unscheduled,66687_20170130_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170130,103154,2017-01-30,0,0,0,0,1,0,0
4922,4922,40272,82232,"24 Hour Fitness Club, #273",3951 Alemany Blvd,San Francisco,CA,94132,,,,,82232_20160428,4/28/2016 0:00,90.0,Routine - Unscheduled,82232_20160428_103139,Improper food storage,Low Risk,20160428,103139,2016-04-28,1,0,0,5,0,3,0
4923,4923,40277,59520,Sugarcane SF,6903 Geary Blvd,San Francisco,CA,94121,37.779663,-122.493618,"(37.779663, -122.493618)",,59520_20170126,1/26/2017 0:00,92.0,Routine - Unscheduled,59520_20170126_103138,Improper storage use or identification of toxic substances,Low Risk,20170126,103138,2017-01-26,0,0,0,0,3,0,0
4924,4924,40289,94269,Raavi Indian Nepalese,1063 Market St,San Francisco,CA,94103,,,,,94269_20180206,2/6/2018 0:00,92.0,Routine - Unscheduled,94269_20180206_103132,Improper thawing methods,Moderate Risk,20180206,103132,2018-02-06,2,0,0,0,0,0,0
4925,4925,40317,3972,SEASONS BAR,757 MARKET St 5/Fl,San Francisco,CA,94103,37.786476,-122.404852,"(37.786476, -122.404852)",,3972_20170616,6/16/2017 0:00,96.0,Routine - Unscheduled,3972_20170616_103120,Moderate risk food holding temperature,Moderate Risk,20170616,103120,2017-06-16,0,0,0,1,0,0,0
4926,4926,40323,36608,Taqueria Angelica's,1301 Cesar Chavez St,San Francisco,CA,94124,37.748543,-122.390883,"(37.748543, -122.390883)",14150833695.0,36608_20150408,4/8/2015 0:00,87.0,Routine - Unscheduled,36608_20150408_103105,Improper cooling methods,High Risk,20150408,103105,2015-04-08,0,0,0,0,0,0,3
4927,4927,40348,91843,Hello Sandwich & Noodle,426 Larkin St,San Francisco,CA,94102,,,,,91843_20170914,9/14/2017 0:00,78.0,Routine - Unscheduled,91843_20170914_103133,Foods not protected from contamination,Moderate Risk,20170914,103133,2017-09-14,0,0,4,0,0,0,0
4928,4928,40376,87765,Hinodeya,1737 Buchanan St,San Francisco,CA,94115,,,,14155750552.0,87765_20170313,3/13/2017 0:00,79.0,Routine - Unscheduled,87765_20170313_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170313,103154,2017-03-13,0,0,0,0,6,0,0
4929,4929,40403,7755,ARIZMENDI BAKERY,1331 09th Ave,San Francisco,CA,94122,37.763448,-122.46634399999999,"(37.763448, -122.466344)",14155563117.0,7755_20170816,8/16/2017 0:00,92.0,Routine - Unscheduled,7755_20170816_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170816,103149,2017-08-16,0,0,4,0,0,0,0
4930,4930,40470,39052,Specialty's Cafe & Bakery,150 SPEAR St,San Francisco,CA,94105,37.791957000000004,-122.39337900000001,"(37.791957, -122.393379)",,39052_20170124,1/24/2017 0:00,90.0,Routine - Unscheduled,39052_20170124_103134,Other moderate risk violation,Moderate Risk,20170124,103134,2017-01-24,0,0,0,0,3,0,0
4931,4931,40478,33945,Chipotle Mexican Grill #0839,525 Market St 1st Floor,San Francisco,CA,94105,37.790696999999994,-122.39956299999999,"(37.790697, -122.399563)",,33945_20170120,1/20/2017 0:00,90.0,Routine - Unscheduled,33945_20170120_103148,No thermometers or uncalibrated thermometers,Low Risk,20170120,103148,2017-01-20,0,0,0,0,3,0,0
4932,4932,40495,81800,Mikado Sushi Inc.,1684 Bryant St,San Francisco,CA,94103,,,,,81800_20170621,6/21/2017 0:00,75.0,Routine - Unscheduled,81800_20170621_103103,High risk food holding temperature,High Risk,20170621,103103,2017-06-21,0,0,1,6,0,0,0
4933,4933,40509,69012,Carmel Pizza Company,2826 Jones St,San Francisco,CA,94133,37.807673,-122.417266,"(37.807673, -122.417266)",,69012_20170711,7/11/2017 0:00,90.0,Routine - Unscheduled,69012_20170711_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170711,103119,2017-07-11,0,0,3,0,0,0,0
4934,4934,40512,8122,A. TARANTINO & SONS INC.,2275 JENNINGS St,San Francisco,CA,94124,37.725932,-122.3896,"(37.725932, -122.3896)",,8122_20170612,6/12/2017 0:00,98.0,Routine - Unscheduled,8122_20170612_103156,Permit license or inspection report not posted,Low Risk,20170612,103156,2017-06-12,0,0,0,1,0,0,0
4935,4935,40516,83971,Moscone North Lower Lobby,747 Howard St,San Francisco,CA,94103,,,,,83971_20170303,3/3/2017 0:00,92.0,Routine - Unscheduled,83971_20170303_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170303,103124,2017-03-03,0,0,0,0,2,0,0
4936,4936,40518,81704,Martha & Bros. Coffee Co,401 Irving St,San Francisco,CA,94122,,,,14155744662.0,81704_20170828,8/28/2017 0:00,85.0,Routine - Unscheduled,81704_20170828_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170828,103149,2017-08-28,0,0,4,0,0,0,0
4937,4937,40519,91832,Cochinita,2639 24th St,San Francisco,CA,94110,,,,14155909955.0,91832_20170802,8/2/2017 0:00,94.0,Routine - Unscheduled,91832_20170802_103120,Moderate risk food holding temperature,Moderate Risk,20170802,103120,2017-08-02,0,0,2,0,0,0,0
4938,4938,40537,61324,HRD Coffee Shop Inc.,521 03rd St A,San Francisco,CA,94107,37.781108,-122.395473,"(37.781108, -122.395473)",,61324_20170911,9/11/2017 0:00,93.0,Routine - Unscheduled,61324_20170911_103109,Unclean or unsanitary food contact surfaces,High Risk,20170911,103109,2017-09-11,0,0,1,0,0,0,0
4939,4939,40544,75886,Villa Florence Hotel - Bar Norcini,225 Powell St,San Francisco,CA,94102,,,,,75886_20170201,2/1/2017 0:00,87.0,Routine - Unscheduled,75886_20170201_103133,Foods not protected from contamination,Moderate Risk,20170201,103133,2017-02-01,0,0,0,0,3,0,0
4940,4940,40561,5307,San Francisco ZOO WAREHOUSE,1 ZOO Rd,San Francisco,CA,94132,37.73017,-122.50253500000001,"(37.73017, -122.502535)",14155757132.0,5307_20160621,6/21/2016 0:00,,Reinspection/Followup,5307_20160621_103161,Low risk vermin infestation,Low Risk,20160621,103161,2016-06-21,0,0,0,2,0,1,0
4941,4941,40577,77058,Human Video Game LLC,550 15th St Unit 1,San Francisco,CA,94103,,,,,77058_20170809,8/9/2017 0:00,92.0,Routine - Unscheduled,77058_20170809_103161,Low risk vermin infestation,Low Risk,20170809,103161,2017-08-09,0,0,3,0,0,0,0
4942,4942,40587,19418,Starbucks,675 Townsend St,San Francisco,CA,94103,37.770517,-122.403221,"(37.770517, -122.403221)",,19418_20170208,2/8/2017 0:00,98.0,Routine - Unscheduled,19418_20170208_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170208,103154,2017-02-08,0,0,0,0,1,0,0
4943,4943,40592,91028,New York Pizza Kitchen,127 Eddy St,San Francisco,CA,94102,,,,,91028_20170907,9/7/2017 0:00,85.0,Routine - Unscheduled,91028_20170907_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170907,103144,2017-09-07,0,0,4,0,0,0,0
4944,4944,40660,63248,Lil'Darlings,312 Columbus Ave,San Francisco,CA,94133,37.798065,-122.40685500000001,"(37.798065, -122.406855)",,63248_20170719,7/19/2017 0:00,94.0,Routine - Unscheduled,63248_20170719_103131,Moderate risk vermin infestation,Moderate Risk,20170719,103131,2017-07-19,0,0,2,0,0,0,0
4945,4945,40670,4108,Hornblower Cruises & Events/SF Belle,Pier 3,San Francisco,CA,94111,37.797473,-122.39591999999999,"(37.797473, -122.39592)",14155948305.0,4108_20170111,1/11/2017 0:00,92.0,Routine - Unscheduled,4108_20170111_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170111,103154,2017-01-11,0,0,0,0,3,0,0
4946,4946,40690,89545,The Pub,900 North Point St Ste. H104,San Francisco,CA,94109,,,,,89545_20170118,1/18/2017 0:00,88.0,Routine - Unscheduled,89545_20170118_103120,Moderate risk food holding temperature,Moderate Risk,20170118,103120,2017-01-18,0,0,0,0,3,0,0
4947,4947,40747,2106,Original Perfect Hamburger,601 Geary St,San Francisco,CA,94102,37.786693,-122.413367,"(37.786693, -122.413367)",,2106_20170131,1/31/2017 0:00,94.0,Routine - Unscheduled,2106_20170131_103139,Improper food storage,Low Risk,20170131,103139,2017-01-31,0,0,0,0,2,0,0
4948,4948,40755,68257,AFC SUSHI at Mollie Stone's #10,635 Portola Dr,San Francisco,CA,94127,37.744876,-122.452425,"(37.744876, -122.452425)",14155661600.0,68257_20170914,9/14/2017 0:00,94.0,Routine - Unscheduled,68257_20170914_103120,Moderate risk food holding temperature,Moderate Risk,20170914,103120,2017-09-14,0,0,2,0,0,0,0
4949,4949,40756,84858,Onigilly,455 Market St Ste. 160,San Francisco,CA,94105,,,,,84858_20170421,4/21/2017 0:00,87.0,Routine - Unscheduled,84858_20170421_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20170421,103116,2017-04-21,0,0,0,3,0,0,0
4950,4950,40762,90239,Alba Ray's,2293 Mission St,San Francisco,CA,94110,,,,14159881393.0,90239_20170906,9/6/2017 0:00,88.0,Routine - Unscheduled,90239_20170906_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170906,103119,2017-09-06,0,0,3,0,0,0,0
4951,4951,40765,83995,Helmand Palace,2424 Van Ness Ave,San Francisco,CA,94109,,,,,83995_20170313,3/13/2017 0:00,94.0,Routine - Unscheduled,83995_20170313_103133,Foods not protected from contamination,Moderate Risk,20170313,103133,2017-03-13,0,0,0,0,2,0,0
4952,4952,40782,90514,Le Marais Bakery Castro,498 Sanchez St,San Francisco,CA,94114,,,,,90514_20170912,9/12/2017 0:00,87.0,Routine - Unscheduled,90514_20170912_103109,Unclean or unsanitary food contact surfaces,High Risk,20170912,103109,2017-09-12,0,0,3,0,0,0,0
4953,4953,40788,89127,J & E Restaurant,2537 24th St.,San Francisco,CA,94110,,,,,89127_20170810,8/10/2017 0:00,82.0,Routine - Unscheduled,89127_20170810_103103,High risk food holding temperature,High Risk,20170810,103103,2017-08-10,6,0,4,0,0,0,0
4954,4954,40791,89722,Country Grill (#3),333 Brannan St,San Francisco,CA,94107,,,,14155945898.0,89722_20170714,7/14/2017 0:00,92.0,Routine - Unscheduled,89722_20170714_103157,Food safety certificate or food handler card not available,Low Risk,20170714,103157,2017-07-14,0,0,3,0,0,0,0
4955,4955,40809,83968,Moscone West Lobby 1,800 Howard St,San Francisco,CA,94103,,,,,83968_20170303,3/3/2017 0:00,94.0,Routine - Unscheduled,83968_20170303_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170303,103149,2017-03-03,0,0,0,0,2,0,0
4956,4956,40832,3655,VERDI CLUB,2424A MARIPOSA St,San Francisco,CA,94110,37.763245,-122.40760700000001,"(37.763245, -122.407607)",,3655_20170125,1/25/2017 0:00,98.0,Routine - Unscheduled,3655_20170125_103143,Inadequate warewashing facilities or equipment,Low Risk,20170125,103143,2017-01-25,0,0,0,0,1,0,0
4957,4957,40846,89128,The Bird,115 New Montgomery St,San Francisco,CA,94105,,,,,89128_20170320,3/20/2017 0:00,90.0,Routine - Unscheduled,89128_20170320_103120,Moderate risk food holding temperature,Moderate Risk,20170320,103120,2017-03-20,0,0,0,0,3,0,0
4958,4958,40880,93306,My Cup of Tea,2666 Ocean Ave,San Francisco,CA,94132,,,,,93306_20180109,1/9/2018 0:00,96.0,Routine - Unscheduled,93306_20180109_103139,Improper food storage,Low Risk,20180109,103139,2018-01-09,2,0,0,0,0,0,0
4959,4959,40894,7461,PACIFIC HEIGHTS CHEVRON,2500 CALIFORNIA St,San Francisco,CA,94115,37.788708,-122.435704,"(37.788708, -122.435704)",,7461_20180206,2/6/2018 0:00,98.0,Routine - Unscheduled,7461_20180206_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20180206,103144,2018-02-06,1,0,0,0,0,0,0
4960,4960,40907,87281,Flor de Cafe,1020 Valencia St.,San Francisco,CA,94110,,,,,87281_20180201,2/1/2018 0:00,92.0,Routine - Unscheduled,87281_20180201_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180201,103119,2018-02-01,2,0,0,0,0,0,0
4961,4961,40943,90991,"AT&T Park - Cream, Inc.",24 Willie Mays Plaza,San Francisco,CA,94107,,,,,90991_20170919,9/19/2017 0:00,96.0,Routine - Unscheduled,90991_20170919_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170919,103119,2017-09-19,0,0,1,0,0,0,0
4962,4962,40964,89987,Bao Down Gastrobar,648 Bush St,San Francisco,CA,94108,,,,,89987_20170523,5/23/2017 0:00,94.0,Routine - Unscheduled,89987_20170523_103143,Inadequate warewashing facilities or equipment,Low Risk,20170523,103143,2017-05-23,0,0,0,3,0,0,0
4963,4963,40968,1542,I LUV TERIYAKI AND SUSHI,270 Potrero Ave,San Francisco,CA,94103,37.766293,-122.407671,"(37.766293, -122.407671)",14155432005.0,1542_20170705,7/5/2017 0:00,83.0,Routine - Unscheduled,1542_20170705_103133,Foods not protected from contamination,Moderate Risk,20170705,103133,2017-07-05,0,0,4,0,0,0,0
4964,4964,41011,3962,CROSSROADS CAFE,699 DELANCEY St,San Francisco,CA,94107,37.783014,-122.389081,"(37.783014, -122.389081)",,3962_20170130,1/30/2017 0:00,96.0,Routine - Unscheduled,3962_20170130_103139,Improper food storage,Low Risk,20170130,103139,2017-01-30,0,0,0,0,2,0,0
4965,4965,41037,81707,El Tesoro Taqueria and Grill,599 O'Farrell St,San Francisco,CA,94102,,,,14155200530.0,81707_20170302,3/2/2017 0:00,82.0,Routine - Unscheduled,81707_20170302_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170302,103149,2017-03-02,0,0,0,0,6,0,0
4966,4966,41097,5129,LATTE EXPRESS,648 04th St,San Francisco,CA,94107,37.77770200000001,-122.39585,"(37.777702, -122.39585)",,5129_20170807,8/7/2017 0:00,92.0,Routine - Unscheduled,5129_20170807_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170807,103119,2017-08-07,0,0,3,0,0,0,0
4967,4967,41104,5144,POPEYES CHICKEN & BISCUIT,599 DIVISADERO St,San Francisco,CA,94117,37.774873,-122.437804,"(37.774873, -122.437804)",,5144_20170601,6/1/2017 0:00,90.0,Routine - Unscheduled,5144_20170601_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170601,103154,2017-06-01,0,0,0,4,0,0,0
4968,4968,41180,33114,Sausalito Cafe #2,50 Beale St 105,San Francisco,CA,zzzzz,37.792414,-122.39702,"(37.792414, -122.39702)",,33114_20170105,1/5/2017 0:00,68.0,Routine - Unscheduled,33114_20170105_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170105,103124,2017-01-05,0,0,0,0,7,0,0
4969,4969,41217,80304,Sodexo America LLC #43725001,101 Market St,San Francisco,CA,94105,,,,,80304_20170327,3/27/2017 0:00,90.0,Routine - Unscheduled,80304_20170327_103156,Permit license or inspection report not posted,Low Risk,20170327,103156,2017-03-27,0,0,0,0,3,0,0
4970,4970,41220,87271,Illy Caffe SF_Sansome,505 Sansome St Ste. 101,San Francisco,CA,94111,,,,,87271_20170912,9/12/2017 0:00,94.0,Routine - Unscheduled,87271_20170912_103141,Improper food labeling or menu misrepresentation,Low Risk,20170912,103141,2017-09-12,0,0,2,0,0,0,0
4971,4971,41242,3677,Mollie Stone's Tower Market,635 Portola Drive,San Francisco,CA,94127,37.744876,-122.452425,"(37.744876, -122.452425)",,3677_20170914,9/14/2017 0:00,90.0,Routine - Unscheduled,3677_20170914_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170914,103144,2017-09-14,0,0,3,0,0,0,0
4972,4972,41255,89580,Upper Cut,425 2nd St,San Francisco,CA,94107,,,,14155499916.0,89580_20170803,8/3/2017 0:00,89.0,Routine - Unscheduled,89580_20170803_103133,Foods not protected from contamination,Moderate Risk,20170803,103133,2017-08-03,0,0,2,0,0,0,0
4973,4973,41279,2495,STARBUCK'S COFFEE #525,2222 fillmore,San Francisco,CA,94115,37.790157,-122.43403700000002,"(37.790157, -122.434037)",,2495_20170601,6/1/2017 0:00,96.0,Routine - Unscheduled,2495_20170601_103120,Moderate risk food holding temperature,Moderate Risk,20170601,103120,2017-06-01,0,0,0,1,0,0,0
4974,4974,41284,71783,Imagine Culinary Group,"600 Townsend St, 4th Floor",San Francisco,CA,94103,37.771364,-122.40227900000001,"(37.771364, -122.402279)",,71783_20170804,8/4/2017 0:00,87.0,Routine - Unscheduled,71783_20170804_103154,Unclean or degraded floors walls or ceilings,Low Risk,20170804,103154,2017-08-04,0,0,4,0,0,0,0
4975,4975,41287,81381,Bar 587,587 Post St,San Francisco,CA,94102,,,,,81381_20170421,4/21/2017 0:00,84.0,Routine - Unscheduled,81381_20170421_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170421,103144,2017-04-21,0,0,0,3,0,0,0
4976,4976,41334,1090,Tricolore Caffe' and Pizzeria,590 Washington St,San Francisco,CA,94111,37.795614,-122.403104,"(37.795614, -122.403104)",,1090_20170504,5/4/2017 0:00,74.0,Routine - Unscheduled,1090_20170504_103148,No thermometers or uncalibrated thermometers,Low Risk,20170504,103148,2017-05-04,0,0,0,7,0,0,0
4977,4977,41382,88524,McDonald's,255 Winston St,San Francisco,CA,zzzzz,,,,14155253309.0,88524_20170530,5/30/2017 0:00,73.0,Routine - Unscheduled,88524_20170530_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170530,103144,2017-05-30,0,0,0,7,0,0,0
4978,4978,41385,89590,Korean Bobcha,428 11th St,San Francisco,CA,94103,,,,14159241558.0,89590_20170901,9/1/2017 0:00,83.0,Routine - Unscheduled,89590_20170901_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20170901,103124,2017-09-01,0,0,4,0,0,0,0
4979,4979,41407,6007,BAYVIEE HUNTER Pt. ADULT DAY HE,1250 LA SALLE,San Francisco,CA,94124,37.732409999999994,-122.383559,"(37.73241, -122.383559)",14155824774.0,6007_20170110,1/10/2017 0:00,92.0,Routine - Unscheduled,6007_20170110_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170110,103119,2017-01-10,0,1,0,0,2,0,0
4980,4980,41443,85971,"Asana, Inc.",1550 Bryant St #300,San Francisco,CA,94103,,,,14150246908.0,85971_20170731,7/31/2017 0:00,98.0,Routine - Unscheduled,85971_20170731_103143,Inadequate warewashing facilities or equipment,Low Risk,20170731,103143,2017-07-31,0,0,1,0,0,0,0
4981,4981,41521,83571,Moonchef LLC,945 Sacramento St,San Francisco,CA,94108,,,,,83571_20170210,2/10/2017 0:00,96.0,Routine - Unscheduled,83571_20170210_103133,Foods not protected from contamination,Moderate Risk,20170210,103133,2017-02-10,0,0,0,0,1,0,0
4982,4982,41553,74305,Luke's Local,1750 Cesar Chavez St Unit E,San Francisco,CA,94124,,,,,74305_20170522,5/22/2017 0:00,83.0,Routine - Unscheduled,74305_20170522_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170522,103153,2017-05-22,0,0,0,5,0,0,0
4983,4983,41556,85007,The Wooden Nickel,1900 Folsom St,San Francisco,CA,94103,,,,,85007_20170626,6/26/2017 0:00,92.0,Routine - Unscheduled,85007_20170626_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20170626,103119,2017-06-26,0,0,0,2,0,0,0
4984,4984,41582,76588,Arlequin Wine Merchant,384 A Hayes St,San Francisco,CA,94102,,,,,76588_20170912,9/12/2017 0:00,98.0,Routine - Unscheduled,76588_20170912_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,20170912,103153,2017-09-12,0,0,1,0,0,0,0
4985,4985,41583,7471,S & P Concessions - Mendocino,Ferry Plaza - Pier 1,San Francisco,CA,94111,37.794404,-122.39303000000001,"(37.794404, -122.39303)",,7471_20170123,1/23/2017 0:00,98.0,Routine - Unscheduled,7471_20170123_103143,Inadequate warewashing facilities or equipment,Low Risk,20170123,103143,2017-01-23,0,0,0,0,1,0,0
4986,4986,41652,87112,Waystone,992 Market St,San Francisco,CA,94102,,,,,87112_20170911,9/11/2017 0:00,96.0,Routine - Unscheduled,87112_20170911_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20170911,103149,2017-09-11,0,0,2,0,0,0,0
4987,4987,41660,77581,Cream,3106 16th St,San Francisco,CA,94103,,,,14150309211.0,77581_20170828,8/28/2017 0:00,96.0,Routine - Unscheduled,77581_20170828_103131,Moderate risk vermin infestation,Moderate Risk,20170828,103131,2017-08-28,0,0,1,0,0,0,0
4988,4988,41674,61643,Lee's Deli,615 Market St,San Francisco,CA,94105,37.788983,-122.40162600000001,"(37.788983, -122.401626)",,61643_20170221,2/21/2017 0:00,94.0,Routine - Unscheduled,61643_20170221_103148,No thermometers or uncalibrated thermometers,Low Risk,20170221,103148,2017-02-21,0,0,0,0,2,0,0
4989,4989,41725,71034,Cafe Algiers & Deli,50 Beale St Suite 103,San Francisco,CA,94105,,,,,71034_20170105,1/5/2017 0:00,81.0,Routine - Unscheduled,71034_20170105_103148,No thermometers or uncalibrated thermometers,Low Risk,20170105,103148,2017-01-05,0,0,0,0,5,0,0
