,Unnamed: 0,Unnamed: 0.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
84,84,114,3211,PHO HUYNH HIEP II,1833 IRVING St,San Francisco,CA,94122,37.763503,-122.47774799999999,"(37.763503, -122.477748)",,3211_20160815,8/15/2016 0:00,83.0,Routine - Unscheduled,3211_20160815_103133,Foods not protected from contamination,Moderate Risk,20160815,103133,2016-08-15,0,0,4,0,0,4,4
85,85,115,81509,The Flying Falafel,1051 Market St,San Francisco,CA,94103,,,,14158500984.0,81509_20161205,12/5/2016 0:00,85.0,Routine - Unscheduled,81509_20161205_103157,Food safety certificate or food handler card not available,Low Risk,20161205,103157,2016-12-05,5,0,0,0,4,0,4
86,86,116,38798,K's Kitchen,757 Monterey Blvd,San Francisco,CA,94127,37.731503000000004,-122.45237,"(37.731503, -122.45237)",,38798_20160518,5/18/2016 0:00,90.0,Routine - Unscheduled,38798_20160518_103145,Improper storage of equipment utensils or linens,Low Risk,20160518,103145,2016-05-18,0,0,3,0,2,4,0
87,87,117,3253,S F GOLF CLUB,1310 Junipero Serra Blvd,San Francisco,CA,94132,37.711329,-122.47131599999999,"(37.711329, -122.471316)",14155464100.0,3253_20160413,4/13/2016 0:00,88.0,Routine - Unscheduled,3253_20160413_103132,Improper thawing methods,Moderate Risk,20160413,103132,2016-04-13,0,4,0,4,2,4,0
88,88,118,1977,BURMA SUPERSTAR RESTAURANT,309 CLEMENT St,San Francisco,CA,94118,37.783004,-122.46253899999999,"(37.783004, -122.462539)",,1977_20160328,3/28/2016 0:00,87.0,Routine - Unscheduled,1977_20160328_103105,Improper cooling methods,High Risk,20160328,103105,2016-03-28,0,0,0,0,2,0,3
89,89,119,77564,New Cheung Hing Restaurant LLC.,2339 Noriega St,San Francisco,CA,94122,,,,14155815528.0,77564_20160503,5/3/2016 0:00,73.0,Routine - Unscheduled,77564_20160503_103109,Unclean or unsanitary food contact surfaces,High Risk,20160503,103109,2016-05-03,0,0,7,0,4,5,7
90,90,121,36673,Mid City Market,868 Geary St,San Francisco,CA,94109,37.786196999999994,-122.41761399999999,"(37.786197, -122.417614)",,36673_20160901,9/1/2016 0:00,79.0,Routine - Unscheduled,36673_20160901_103161,Low risk vermin infestation,Low Risk,20160901,103161,2016-09-01,0,4,0,7,0,7,9
91,91,122,18728,Fat Belli Deli,2598 San Bruno Ave,San Francisco,CA,94134,37.728947,-122.404201,"(37.728947, -122.404201)",,18728_20160812,8/12/2016 0:00,76.0,Routine - Unscheduled,18728_20160812_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160812,103119,2016-08-12,0,0,0,0,6,5,7
92,92,124,68295,Walgreens #4680,730 Market St,San Francisco,CA,94102,37.78709600000001,-122.404274,"(37.787096, -122.404274)",,68295_20160928,9/28/2016 0:00,96.0,Routine - Unscheduled,68295_20160928_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk,20160928,103151,2016-09-28,0,2,0,0,0,2,1
93,93,125,5875,THURGOOD MARSHALL HIGH SCHOOL,45 CONKLING St,San Francisco,CA,94124,,,,14155695611.0,5875_20160906,9/6/2016 0:00,92.0,Routine - Unscheduled,5875_20160906_103131,Moderate risk vermin infestation,Moderate Risk,20160906,103131,2016-09-06,2,0,2,0,2,2,1
94,94,126,18826,Fresca Restaurant,2114 FILLMORE St,San Francisco,CA,94115,37.789074,-122.433783,"(37.789074, -122.433783)",14155442668.0,18826_20160926,9/26/2016 0:00,83.0,Routine - Unscheduled,18826_20160926_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160926,103119,2016-09-26,0,3,0,0,0,4,4
95,95,127,73889,Khan Toke Thai House,5937 Geary Blvd,San Francisco,CA,94121,,,,14155666654.0,73889_20160322,3/22/2016 0:00,68.0,Routine - Unscheduled,73889_20160322_103132,Improper thawing methods,Moderate Risk,20160322,103132,2016-03-22,0,0,0,0,0,0,8
96,96,128,2054,Zarzuela,2000 Hyde St,San Francisco,CA,94109,37.799368,-122.41904699999999,"(37.799368, -122.419047)",,2054_20180227,2/27/2018 0:00,90.0,Routine - Unscheduled,2054_20180227_103142,Unclean nonfood contact surfaces,Low Risk,20180227,103142,2018-02-27,4,0,0,0,2,0,2
97,97,129,108,Rue Lepic,900 Pine St,San Francisco,CA,94108,37.790867999999996,-122.410854,"(37.790868, -122.410854)",,108_20150417,4/17/2015 0:00,94.0,Routine - Unscheduled,108_20150417_103133,Foods not protected from contamination,Moderate Risk,20150417,103133,2015-04-17,0,0,0,0,2,0,2
98,98,131,2134,"CHIEFTAIN IRISH PUB, THE",198 05th St,San Francisco,CA,94103,37.781566999999995,-122.40505900000001,"(37.781567, -122.405059)",14155610916.0,2134_20161109,11/9/2016 0:00,87.0,Routine - Unscheduled,2134_20161109_103103,High risk food holding temperature,High Risk,20161109,103103,2016-11-09,0,3,0,0,3,3,0
99,99,132,76615,Top's Cafe,2460 San Bruno Ave,San Francisco,CA,94134,,,,,76615_20160504,5/4/2016 0:00,57.0,Routine - Unscheduled,76615_20160504_103114,High risk vermin infestation,High Risk,20160504,103114,2016-05-04,0,6,0,0,7,8,0
100,100,134,547,LITTLE HENRY'S,3600 BALBOA St,San Francisco,CA,94121,37.775728,-122.497522,"(37.775728, -122.497522)",,547_20160412,4/12/2016 0:00,98.0,Routine - Unscheduled,547_20160412_103142,Unclean nonfood contact surfaces,Low Risk,20160412,103142,2016-04-12,0,0,0,0,3,1,1
101,101,135,70137,Reveille Coffee Co.,200 Columbus St,San Francisco,CA,94133,,,,,70137_20160511,5/11/2016 0:00,89.0,Routine - Unscheduled,70137_20160511_103139,Improper food storage,Low Risk,20160511,103139,2016-05-11,0,1,0,0,0,3,0
102,102,136,86271,Pacific Eatery,977 A North Point St,San Francisco,CA,94109,,,,,86271_20160628,6/28/2016 0:00,87.0,Routine - Unscheduled,86271_20160628_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160628,103124,2016-06-28,0,2,0,0,1,3,0
103,103,137,917,Town & Country Club,218 Stockton St,San Francisco,CA,94108,37.787927,-122.40660700000001,"(37.787927, -122.406607)",,917_20160902,9/2/2016 0:00,96.0,Routine - Unscheduled,917_20160902_103120,Moderate risk food holding temperature,Moderate Risk,20160902,103120,2016-09-02,0,0,0,0,0,1,1
104,104,139,90203,"KBGC, Inc.",275 Battery St,San Francisco,CA,94111,,,,,90203_20180213,2/13/2018 0:00,,Routine - Unscheduled,90203_20180213_103129,Insufficient hot water or running water,Moderate Risk,20180213,103129,2018-02-13,2,0,0,0,0,0,0
105,105,140,76223,AT&T PARK - (CART 6) Espresso & Dessert,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,76223_20160814,8/14/2016 0:00,96.0,Routine - Unscheduled,76223_20160814_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160814,103119,2016-08-14,0,0,1,0,0,1,1
106,106,141,2544,EMPEROR PALACE RESTAURANT,0530 BALBOA St,San Francisco,CA,94118,37.777253,-122.464359,"(37.777253, -122.464359)",,2544_20161205,12/5/2016 0:00,81.0,Routine - Unscheduled,2544_20161205_103133,Foods not protected from contamination,Moderate Risk,20161205,103133,2016-12-05,0,0,6,0,5,0,5
107,107,143,60544,Manzoni,2790 Diamond St,San Francisco,CA,94131,37.73473,-122.433823,"(37.73473, -122.433823)",14155332251.0,60544_20160929,9/29/2016 0:00,92.0,Routine - Unscheduled,60544_20160929_103157,Food safety certificate or food handler card not available,Low Risk,20160929,103157,2016-09-29,0,0,0,2,0,3,0
108,108,146,67985,Moya,121 09th St,San Francisco,CA,94103,37.774722,-122.40676100000002,"(37.774722, -122.406761)",,67985_20160628,6/28/2016 0:00,83.0,Routine - Unscheduled,67985_20160628_103156,Permit license or inspection report not posted,Low Risk,20160628,103156,2016-06-28,0,3,0,0,0,4,0
109,109,148,81680,Sharetea,135 04th St,San Francisco,CA,94103,,,,14155220888.0,81680_20160930,9/30/2016 0:00,94.0,Routine - Unscheduled,81680_20160930_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160930,103149,2016-09-30,0,3,0,0,0,2,3
110,110,149,67510,Subway Sandwiches,215 Fremont St,San Francisco,CA,94105,37.788864000000004,-122.39461299999999,"(37.788864, -122.394613)",,67510_20180221,2/21/2018 0:00,,Non-inspection site visit,67510_20180221_103142,Unclean nonfood contact surfaces,Low Risk,20180221,103142,2018-02-21,6,0,0,0,0,3,0
111,111,152,62578,New Chef Hung's Restaurant,823 Clay St,San Francisco,CA,94108,37.794193,-122.406677,"(37.794193, -122.406677)",14155396883.0,62578_20171207,12/7/2017 0:00,66.0,Routine - Unscheduled,62578_20171207_103145,Improper storage of equipment utensils or linens,Low Risk,20171207,103145,2017-12-07,0,10,0,0,0,0,7
112,112,155,140,Cafe Madeleine,300 California St,San Francisco,CA,94104,37.793268,-122.400323,"(37.793268, -122.400323)",,140_20160414,4/14/2016 0:00,85.0,Routine - Unscheduled,140_20160414_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160414,103154,2016-04-14,4,6,0,0,0,4,0
113,113,156,286,PUNJAB KABAB HOUSE,101 EDDY St,San Francisco,CA,94102,37.784303,-122.40964699999999,"(37.784303, -122.409647)",,286_20160607,6/7/2016 0:00,72.0,Routine - Unscheduled,286_20160607_103103,High risk food holding temperature,High Risk,20160607,103103,2016-06-07,0,5,0,0,8,8,0
114,114,157,5486,AT&T - 2114 Portables (Food/Wine Carts),24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500.0,5486_20160814,8/14/2016 0:00,96.0,Routine - Unscheduled,5486_20160814_103129,Insufficient hot water or running water,Moderate Risk,20160814,103129,2016-08-14,0,0,0,0,0,1,1
115,115,161,86567,Poke Bar,1355 Market St,San Francisco,CA,94103,,,,14153557708.0,86567_20180208,2/8/2018 0:00,,Complaint,86567_20180208_103133,Foods not protected from contamination,Moderate Risk,20180208,103133,2018-02-08,4,4,0,0,0,3,0
116,116,162,77484,Ming Kee Restaurant,1548 Ocean Ave,San Francisco,CA,94112,,,,14155338198.0,77484_20160329,3/29/2016 0:00,88.0,Routine - Unscheduled,77484_20160329_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20160329,103144,2016-03-29,0,0,0,0,4,0,5
117,117,163,69181,Cha-Ya Restaurant,762 Valencia St,San Francisco,CA,94110,37.760777000000004,-122.42150500000001,"(37.760777, -122.421505)",14155257825.0,69181_20160330,3/30/2016 0:00,92.0,Routine - Unscheduled,69181_20160330_103120,Moderate risk food holding temperature,Moderate Risk,20160330,103120,2016-03-30,2,0,0,0,1,0,3
118,118,164,3272,Cigar Bar and Grill,850 Montgomery St,San Francisco,CA,94133,37.797137,-122.403586,"(37.797137, -122.403586)",,3272_20151023,10/23/2015 0:00,96.0,Routine - Unscheduled,3272_20151023_103120,Moderate risk food holding temperature,Moderate Risk,20151023,103120,2015-10-23,0,0,0,0,3,0,1
119,119,166,7689,UNOCAL 76  PACIFIC ENTERPRISES,999 OCEAN Ave,San Francisco,CA,94112,37.723133000000004,-122.452707,"(37.723133, -122.452707)",14155588296.0,7689_20160811,8/11/2016 0:00,98.0,Routine - Unscheduled,7689_20160811_103148,No thermometers or uncalibrated thermometers,Low Risk,20160811,103148,2016-08-11,0,0,0,0,0,1,0
120,120,167,5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,San Francisco,CA,94133,37.795202,-122.413169,"(37.795202, -122.413169)",,5016_20171208,12/8/2017 0:00,88.0,Routine - Unscheduled,5016_20171208_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171208,103149,2017-12-08,0,4,0,0,5,3,4
121,121,168,89758,An Chi Inc,4683 Mission St,San Francisco,CA,94112,,,,,89758_20171211,12/11/2017 0:00,81.0,Routine - Unscheduled,89758_20171211_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171211,103119,2017-12-11,0,5,0,0,4,0,0
122,122,170,85714,"SK&L Trading, LLC",1101 Stockton St,San Francisco,CA,94133,,,,,85714_20161205,12/5/2016 0:00,77.0,Routine - Unscheduled,85714_20161205_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161205,103119,2016-12-05,0,0,8,0,7,0,0
123,123,172,75223,The Plant Cafe Organic,958 Illinois St,San Francisco,CA,94107,,,,,75223_20180228,2/28/2018 0:00,88.0,Routine - Unscheduled,75223_20180228_103154,Unclean or degraded floors walls or ceilings,Low Risk,20180228,103154,2018-02-28,4,0,0,0,1,0,1
124,124,174,86593,Chestnut Street Coffee Roastery,2331 Chestnut St,San Francisco,CA,94123,,,,14155935282.0,86593_20171207,12/7/2017 0:00,90.0,Routine - Unscheduled,86593_20171207_103138,Improper storage use or identification of toxic substances,Low Risk,20171207,103138,2017-12-07,0,3,0,0,0,2,0
125,125,175,58628,Players,Pier 39  Space L-11,San Francisco,CA,94133,37.80824000000001,-122.41018899999999,"(37.80824, -122.410189)",,58628_20160413,4/13/2016 0:00,87.0,Routine - Unscheduled,58628_20160413_103139,Improper food storage,Low Risk,20160413,103139,2016-04-13,0,4,0,0,0,3,0
126,126,176,5913,ST CHARLES SCHOOL,3250 18th St,San Francisco,CA,94110,37.762074,-122.41610700000001,"(37.762074, -122.416107)",14155867652.0,5913_20160906,9/6/2016 0:00,92.0,Routine - Unscheduled,5913_20160906_103131,Moderate risk vermin infestation,Moderate Risk,20160906,103131,2016-09-06,0,0,0,0,4,2,1
127,127,178,2755,SOCIALE,3665 SACRAMENTO St,San Francisco,CA,94118,37.787364000000004,-122.45298999999999,"(37.787364, -122.45299)",14155920309.0,2755_20161205,12/5/2016 0:00,85.0,Routine - Unscheduled,2755_20161205_103114,High risk vermin infestation,High Risk,20161205,103114,2016-12-05,0,0,0,0,4,0,2
128,128,181,2292,ORIENTAL SEAFOOD RESTAURANT,2520 NORIEGA St,San Francisco,CA,94122,37.753638,-122.49071200000002,"(37.753638, -122.490712)",,2292_20160414,4/14/2016 0:00,90.0,Routine - Unscheduled,2292_20160414_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160414,103154,2016-04-14,0,5,0,0,6,3,8
129,129,182,65873,Capurro's,498 Jefferson St,San Francisco,CA,94109,37.807649,-122.420744,"(37.807649, -122.420744)",,65873_20171208,12/8/2017 0:00,91.0,Routine - Unscheduled,65873_20171208_103156,Permit license or inspection report not posted,Low Risk,20171208,103156,2017-12-08,0,2,0,0,0,5,1
130,130,186,35852,Beach Street Grill,380 Beach St,San Francisco,CA,94133,37.807358,-122.41529399999999,"(37.807358, -122.415294)",,35852_20161205,12/5/2016 0:00,94.0,Routine - Unscheduled,35852_20161205_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161205,103154,2016-12-05,5,0,3,0,3,4,0
131,131,187,134,Mint,400 McAllister St,San Francisco,CA,94102,37.780246999999996,-122.418974,"(37.780247, -122.418974)",,134_20150806,8/6/2015 0:00,98.0,Routine - Unscheduled,134_20150806_103145,Improper storage of equipment utensils or linens,Low Risk,20150806,103145,2015-08-06,0,0,0,0,1,0,1
132,132,189,74358,Mikkeller Bar,34 Mason St,San Francisco,CA,94102,,,,,74358_20160511,5/11/2016 0:00,90.0,Routine - Unscheduled,74358_20160511_103142,Unclean nonfood contact surfaces,Low Risk,20160511,103142,2016-05-11,0,3,0,0,2,4,0
133,133,194,82105,Five Sweets,1125 Ocean Ave 102,San Francisco,CA,94112,,,,14155683731.0,82105_20160812,8/12/2016 0:00,90.0,Routine - Unscheduled,82105_20160812_103157,Food safety certificate or food handler card not available,Low Risk,20160812,103157,2016-08-12,0,0,0,3,0,5,4
134,134,196,92751,The Grubbies,123 02nd St,San Francisco,CA,94105,,,,,92751_20171117,11/17/2017 0:00,72.0,Routine - Unscheduled,92751_20171117_103129,Insufficient hot water or running water,Moderate Risk,20171117,103129,2017-11-17,0,6,0,0,0,0,0
135,135,197,86166,May Sun Market LLC,1101 Grant Ave,San Francisco,CA,94133,,,,,86166_20160823,8/23/2016 0:00,81.0,Routine - Unscheduled,86166_20160823_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160823,103119,2016-08-23,0,6,0,0,0,5,5
136,136,199,1261,REVERIE COFFEE CAFE,848 COLE St,San Francisco,CA,94117,37.766096999999995,-122.449997,"(37.766097, -122.449997)",14155240200.0,1261_20171212,12/12/2017 0:00,,Reinspection/Followup,1261_20171212_103139,Improper food storage,Low Risk,20171212,103139,2017-12-12,0,1,0,0,0,0,2
137,137,200,62064,California Grocery,123 Eddy St,San Francisco,CA,94102,37.784303,-122.40964699999999,"(37.784303, -122.409647)",14155448608.0,62064_20160411,4/11/2016 0:00,75.0,Routine - Unscheduled,62064_20160411_103150,Improper or defective plumbing,Low Risk,20160411,103150,2016-04-11,0,3,0,0,0,5,0
138,138,202,13814,Go Go Market & Deli,99 09th St,San Francisco,CA,94103,37.774722,-122.40676100000002,"(37.774722, -122.406761)",14155863536.0,13814_20160930,9/30/2016 0:00,82.0,Routine - Unscheduled,13814_20160930_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160930,103124,2016-09-30,0,4,0,0,0,5,2
139,139,204,75681,Tokyo Express Battery,77 Battery St Suite 100,San Francisco,CA,94111,,,,,75681_20160608,6/8/2016 0:00,83.0,Routine - Unscheduled,75681_20160608_103103,High risk food holding temperature,High Risk,20160608,103103,2016-06-08,0,8,0,0,0,4,0
140,140,206,2061,ATAMI SUSHI BAR & GRILL,1662 LOMBARD St,San Francisco,CA,94123,37.800788,-122.428894,"(37.800788, -122.428894)",14155611958.0,2061_20180223,2/23/2018 0:00,94.0,Routine - Unscheduled,2061_20180223_103133,Foods not protected from contamination,Moderate Risk,20180223,103133,2018-02-23,2,0,0,0,0,0,0
141,141,208,86180,"Tian Tian Market, Inc.",1117 Stockton St,San Francisco,CA,94133,,,,,86180_20161205,12/5/2016 0:00,84.0,Routine - Unscheduled,86180_20161205_103147,Inadequate ventilation or lighting,Low Risk,20161205,103147,2016-12-05,0,0,5,0,8,0,0
142,142,209,66990,Bai Som Thai Kitchen,2121 CLEMENT St,San Francisco,CA,94121,37.782103,-122.48208899999999,"(37.782103, -122.482089)",,66990_20160601,6/1/2016 0:00,86.0,Routine - Unscheduled,66990_20160601_103138,Improper storage use or identification of toxic substances,Low Risk,20160601,103138,2016-06-01,0,0,4,0,0,4,0
143,143,213,75523,Brioche Bakery & Cafe,210 Columbus Ave,San Francisco,CA,94133,,,,,75523_20160511,5/11/2016 0:00,81.0,Routine - Unscheduled,75523_20160511_103156,Permit license or inspection report not posted,Low Risk,20160511,103156,2016-05-11,0,1,0,0,0,6,0
144,144,215,72120,Heartbaker LLC,1408 Clement St,San Francisco,CA,94118,,,,,72120_20160412,4/12/2016 0:00,88.0,Routine - Unscheduled,72120_20160412_103132,Improper thawing methods,Moderate Risk,20160412,103132,2016-04-12,0,0,4,0,3,4,0
145,145,217,1124,SQUAT & GOBBLE CAFE #3,3600 16th St,San Francisco,CA,94114,37.764247999999995,-122.433392,"(37.764248, -122.433392)",,1124_20171114,11/14/2017 0:00,80.0,Routine - Unscheduled,1124_20171114_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20171114,103144,2017-11-14,0,2,0,0,0,0,3
146,146,218,7610,UNIMART,1201 HOWARD St,San Francisco,CA,94103,37.776098,-122.41171200000001,"(37.776098, -122.411712)",,7610_20171208,12/8/2017 0:00,98.0,Routine - Unscheduled,7610_20171208_103139,Improper food storage,Low Risk,20171208,103139,2017-12-08,0,1,0,0,1,1,1
147,147,219,63082,The Brick Yard,1787 Union St,San Francisco,CA,94123,37.797933,-122.428627,"(37.797933, -122.428627)",14156677676.0,63082_20180222,2/22/2018 0:00,87.0,Routine - Unscheduled,63082_20180222_103133,Foods not protected from contamination,Moderate Risk,20180222,103133,2018-02-22,3,0,4,2,0,0,1
148,148,220,35855,Lava Restaurant & Lounge,527 BRYANT St,San Francisco,CA,94107,37.780728,-122.39652199999999,"(37.780728, -122.396522)",,35855_20170105,1/5/2017 0:00,87.0,Routine - Unscheduled,35855_20170105_103109,Unclean or unsanitary food contact surfaces,High Risk,20170105,103109,2017-01-05,0,2,0,0,3,0,0
149,149,221,91999,Little Swan Bakery,1249 Stockton St,San Francisco,CA,94133,,,,14156622052.0,91999_20170718,7/18/2017 0:00,90.0,Routine - Unscheduled,91999_20170718_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20170718,103144,2017-07-18,4,0,3,0,0,0,0
150,150,222,24279,Park Gyros,1201 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,24279_20160815,8/15/2016 0:00,94.0,Routine - Unscheduled,24279_20160815_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160815,103124,2016-08-15,3,0,0,0,0,2,0
151,151,225,82945,Smitten Ice Cream,2404 California St,San Francisco,CA,94115,,,,,82945_20160927,9/27/2016 0:00,94.0,Routine - Unscheduled,82945_20160927_103131,Moderate risk vermin infestation,Moderate Risk,20160927,103131,2016-09-27,0,1,0,0,0,2,3
152,152,228,39888,Henry's Hunan Restaurant,1708 CHURCH St,San Francisco,CA,94131,37.743427000000004,-122.42666399999999,"(37.743427, -122.426664)",,39888_20160929,9/29/2016 0:00,94.0,Routine - Unscheduled,39888_20160929_103120,Moderate risk food holding temperature,Moderate Risk,20160929,103120,2016-09-29,4,0,0,2,0,2,4
153,153,229,1970,MICADO  RESTAURANT,2126 IRVING St,San Francisco,CA,94122,37.763467999999996,-122.480646,"(37.763468, -122.480646)",,1970_20161207,12/7/2016 0:00,86.0,Routine - Unscheduled,1970_20161207_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20161207,103124,2016-12-07,0,4,0,0,5,4,0
154,154,230,4685,NORMAN'S LIQUOR & DELI,733 Randolph St,San Francisco,CA,94132,37.714203999999995,-122.46919299999999,"(37.714204, -122.469193)",14155580088.0,4685_20161203,12/3/2016 0:00,96.0,Routine - Unscheduled,4685_20161203_103156,Permit license or inspection report not posted,Low Risk,20161203,103156,2016-12-03,0,0,3,4,2,0,3
155,155,234,80767,Mainland Market Co.,5601 Geary Blvd,San Francisco,CA,94121,,,,14155257919.0,80767_20180223,2/23/2018 0:00,85.0,Routine - Unscheduled,80767_20180223_103162,Other low risk violation,Low Risk,20180223,103162,2018-02-23,4,0,0,0,0,3,3
